,Date :,3/7/2022 12:13,,,,,,,,,,,
220207_11,VF030722_103448,day0_trial4,Chamber1,,,Shock 2,0,0,0,0,299.4,5,1257
220207_11,VF030722_103448,day0_trial4,Chamber1,,,Shock 3,0,0,0,0,220.18,12,850
,,,,,,,,,,,,,
220207_12,VF030722_103448,day0_trial4,Chamber 2,,,Sound 1,0,0,0,0,377.04,0,1624
220207_12,VF030722_103448,day0_trial4,Chamber 2,,,Sound 2,0,0,0,0,179.9,0,841
220207_12,VF030722_103448,day0_trial4,Chamber 2,,,Sound 3,8,11.333,2.2,37.78,50.79,0,625
220207_12,VF030722_103448,day0_trial4,Chamber 2,,,Shock 1,0,0,0,0,951.95,126,5184
220207_12,VF030722_103448,day0_trial4,Chamber 2,,,Shock 2,0,0,0,0,944.13,210,2358
220207_12,VF030722_103448,day0_trial4,Chamber 2,,,Shock 3,0,0,0,0,1046.38,0,2459
,,,,,,,,,,,,,
220207_13,VF030722_104610,day0_trial5,Chamber1,,,Sound 1,5,5.267,1.02,17.56,39.69,0,486
220207_13,VF030722_104610,day0_trial5,Chamber1,,,Sound 2,11,7.067,1.37,23.56,40.25,0,598
220207_13,VF030722_104610,day0_trial5,Chamber1,,,Sound 3,22,12.833,2.49,42.78,18.95,0,357
220207_13,VF030722_104610,day0_trial5,Chamber1,,,Shock 1,0,0,0,0,568.05,20,2030
220207_13,VF030722_104610,day0_trial5,Chamber1,,,Shock 2,0,0,0,0,494.03,31,2347
220207_13,VF030722_104610,day0_trial5,Chamber1,,,Shock 3,0,0,0,0,461.98,0,1801
,,,,,,,,,,,,,
220207_14,VF030722_104610,day0_trial5,Chamber 2,,,Sound 1,0,0,0,0,264.46,0,1088
220207_14,VF030722_104610,day0_trial5,Chamber 2,,,Sound 2,10,6.4,1.24,21.33,73.08,0,390
220207_14,VF030722_104610,day0_trial5,Chamber 2,,,Sound 3,9,9.8,1.9,32.67,59.33,0,833
220207_14,VF030722_104610,day0_trial5,Chamber 2,,,Shock 1,0,0,0,0,1138.82,125,3671
220207_14,VF030722_104610,day0_trial5,Chamber 2,,,Shock 2,0,0,0,0,983.82,76,2221
220207_14,VF030722_104610,day0_trial5,Chamber 2,,,Shock 3,0,0,0,0,1229,0,3665
,,,,,,,,,,,,,
220207_15,VF030722_105803,day0_trial6,Chamber1,,,Sound 1,5,2.167,0.42,7.22,76.16,0,569
220207_15,VF030722_105803,day0_trial6,Chamber1,,,Sound 2,7,8.433,1.63,28.11,33.29,0,288
220207_15,VF030722_105803,day0_trial6,Chamber1,,,Sound 3,15,24.1,4.67,80.33,7.2,0,200
220207_15,VF030722_105803,day0_trial6,Chamber1,,,Shock 1,0,0,0,0,469.88,20,1821
220207_15,VF030722_105803,day0_trial6,Chamber1,,,Shock 2,0,0,0,0,528.38,0,1711
220207_15,VF030722_105803,day0_trial6,Chamber1,,,Shock 3,0,0,0,0,441.38,0,1876
,,,,,,,,,,,,,
220207_16,VF030722_105803,day0_trial6,Chamber 2,,,Sound 1,0,0,0,0,200.72,0,787
220207_16,VF030722_105803,day0_trial6,Chamber 2,,,Sound 2,6,4.1,0.79,13.67,108.77,0,687
220207_16,VF030722_105803,day0_trial6,Chamber 2,,,Sound 3,4,4.867,0.94,16.22,142.23,0,1044
220207_16,VF030722_105803,day0_trial6,Chamber 2,,,Shock 1,0,0,0,0,1014.97,28,2393
220207_16,VF030722_105803,day0_trial6,Chamber 2,,,Shock 2,0,0,0,0,966.15,104,3363
220207_16,VF030722_105803,day0_trial6,Chamber 2,,,Shock 3,0,0,0,0,997.67,0,4171
,,,,,,,,,,,,,
220207_17,VF030722_111010,day0_trial7,Chamber1,,,Sound 1,11,4.433,0.86,14.78,61.65,0,625
220207_17,VF030722_111010,day0_trial7,Chamber1,,,Sound 2,21,24.3,4.71,81,7.96,0,179
220207_17,VF030722_111010,day0_trial7,Chamber1,,,Sound 3,18,23.533,4.56,78.44,5.22,0,116
220207_17,VF030722_111010,day0_trial7,Chamber1,,,Shock 1,0,0,0,0,600.83,25,3648
220207_17,VF030722_111010,day0_trial7,Chamber1,,,Shock 2,0,0,0,0,292.8,14,1081
220207_17,VF030722_111010,day0_trial7,Chamber1,,,Shock 3,0,0,0,0,513.85,0,3125
,,,,,,,,,,,,,
220207_18,VF030722_111010,day0_trial7,Chamber 2,,,Sound 1,0,0,0,0,216.36,0,1609
220207_18,VF030722_111010,day0_trial7,Chamber 2,,,Sound 2,8,7.133,1.38,23.78,75.56,0,857
220207_18,VF030722_111010,day0_trial7,Chamber 2,,,Sound 3,10,13.667,2.65,45.56,32.26,0,363
220207_18,VF030722_111010,day0_trial7,Chamber 2,,,Shock 1,0,0,0,0,1121.28,52,4820
220207_18,VF030722_111010,day0_trial7,Chamber 2,,,Shock 2,0,0,0,0,1211.17,8,4848
220207_18,VF030722_111010,day0_trial7,Chamber 2,,,Shock 3,0,0,0,0,993.88,15,3660
,,,,,,,,,,,,,
220207_19,VF030722_112149,day0_trial8,Chamber1,,,Sound 1,8,4.567,0.89,15.22,65.48,0,539
220207_19,VF030722_112149,day0_trial8,Chamber1,,,Sound 2,12,21.967,4.26,73.22,9.1,0,239
220207_19,VF030722_112149,day0_trial8,Chamber1,,,Sound 3,5,29.733,5.76,99.11,0.51,0,42
220207_19,VF030722_112149,day0_trial8,Chamber1,,,Shock 1,0,0,0,0,565.93,1,2339
220207_19,VF030722_112149,day0_trial8,Chamber1,,,Shock 2,0,0,0,0,444.6,5,1817
220207_19,VF030722_112149,day0_trial8,Chamber1,,,Shock 3,0,0,0,0,489.67,0,1831
,,,,,,,,,,,,,
220207_20,VF030722_112149,day0_trial8,Chamber 2,,,Sound 1,4,2.467,0.48,8.22,147.25,0,803
220207_20,VF030722_112149,day0_trial8,Chamber 2,,,Sound 2,5,7.367,1.43,24.56,76.26,0,374
220207_20,VF030722_112149,day0_trial8,Chamber 2,,,Sound 3,10,12.1,2.34,40.33,48.24,0,776
220207_20,VF030722_112149,day0_trial8,Chamber 2,,,Shock 1,0,0,0,0,1801.47,47,4851
220207_20,VF030722_112149,day0_trial8,Chamber 2,,,Shock 2,0,0,0,0,1170.4,0,3012
220207_20,VF030722_112149,day0_trial8,Chamber 2,,,Shock 3,0,0,0,0,1358.43,0,3692
,,,,,,,,,,,,,
220207_21,VF030722_113339,day0_trial9,Chamber1,,,Sound 1,10,11.233,2.18,37.44,39.58,0,640
220207_21,VF030722_113339,day0_trial9,Chamber1,,,Sound 2,17,19.267,3.73,64.22,13.85,0,201
220207_21,VF030722_113339,day0_trial9,Chamber1,,,Sound 3,12,24.567,4.76,81.89,4.63,0,123
220207_21,VF030722_113339,day0_trial9,Chamber1,,,Shock 1,0,0,0,0,862.07,3,3445
220207_21,VF030722_113339,day0_trial9,Chamber1,,,Shock 2,0,0,0,0,551.38,3,2342
220207_21,VF030722_113339,day0_trial9,Chamber1,,,Shock 3,0,0,0,0,512.95,9,1625
,,,,,,,,,,,,,
220207_22,VF030722_113339,day0_trial9,Chamber 2,,,Sound 1,0,0,0,0,350.25,0,1839
220207_22,VF030722_113339,day0_trial9,Chamber 2,,,Sound 2,7,6.1,1.18,20.33,85.83,0,465
220207_22,VF030722_113339,day0_trial9,Chamber 2,,,Sound 3,9,19.6,3.8,65.33,20.24,0,305
220207_22,VF030722_113339,day0_trial9,Chamber 2,,,Shock 1,0,0,0,0,1386,384,3608
220207_22,VF030722_113339,day0_trial9,Chamber 2,,,Shock 2,0,0,0,0,1143.4,184,3608
220207_22,VF030722_113339,day0_trial9,Chamber 2,,,Shock 3,0,0,0,0,1048.38,10,2752
,,,,,,,,,,,,,
220207_23,VF030722_114630,day0_trial10,Chamber1,,,Sound 1,10,7.267,1.41,24.22,63.67,0,779
220207_23,VF030722_114630,day0_trial10,Chamber1,,,Sound 2,18,28.033,5.43,93.44,1.96,0,69
220207_23,VF030722_114630,day0_trial10,Chamber1,,,Sound 3,18,20.8,4.03,69.33,5.28,0,75
220207_23,VF030722_114630,day0_trial10,Chamber1,,,Shock 1,0,0,0,0,564.12,12,2813
220207_23,VF030722_114630,day0_trial10,Chamber1,,,Shock 2,0,0,0,0,373.57,0,1051
220207_23,VF030722_114630,day0_trial10,Chamber1,,,Shock 3,0,0,0,0,362.37,0,1191
,,,,,,,,,,,,,
220207_24,VF030722_114630,day0_trial10,Chamber 2,,,Sound 1,2,1.4,0.27,4.67,147.56,0,896
220207_24,VF030722_114630,day0_trial10,Chamber 2,,,Sound 2,5,3.867,0.75,12.89,116.03,0,569
220207_24,VF030722_114630,day0_trial10,Chamber 2,,,Sound 3,7,18.267,3.54,60.89,34.39,0,404
220207_24,VF030722_114630,day0_trial10,Chamber 2,,,Shock 1,0,0,0,0,1367.28,163,5088
220207_24,VF030722_114630,day0_trial10,Chamber 2,,,Shock 2,0,0,0,0,1017.07,47,3785
220207_24,VF030722_114630,day0_trial10,Chamber 2,,,Shock 3,0,0,0,0,947.25,0,3327
,,,,,,,,,,,,,
220207_25,VF030722_115818,day0_trial11,Chamber1,,,Sound 1,11,9.3,1.8,31,32.79,0,295
220207_25,VF030722_115818,day0_trial11,Chamber1,,,Sound 2,11,12.067,2.34,40.22,26.5,0,383
220207_25,VF030722_115818,day0_trial11,Chamber1,,,Sound 3,11,21.9,4.24,73,9.52,0,225
220207_25,VF030722_115818,day0_trial11,Chamber1,,,Shock 1,0,0,0,0,450.75,16,1713
220207_25,VF030722_115818,day0_trial11,Chamber1,,,Shock 2,0,0,0,0,299.67,14,1166
220207_25,VF030722_115818,day0_trial11,Chamber1,,,Shock 3,0,0,0,0,644.13,0,2183
