,Date :,9/1/2021 12:48,,,,,,,,,,,
210809_7,VF083021_115001,day0_trial4,Chamber1,,,Shock 1,1,0.667,0.13,33.33,71.23,0,486
210809_7,VF083021_115001,day0_trial4,Chamber1,,,Shock 2,1,0.367,0.07,18.33,43.8,0,436
210809_7,VF083021_115001,day0_trial4,Chamber1,,,Shock 3,1,0.333,0.06,16.67,71.1,0,568
,,,,,,,,,,,,,
210809_8,VF083021_115001,day0_trial4,Chamber 2,,,Sound 1,4,29.433,5.7,98.11,0.99,0,23
210809_8,VF083021_115001,day0_trial4,Chamber 2,,,Sound 2,1,30,5.81,100,0.26,0,8
210809_8,VF083021_115001,day0_trial4,Chamber 2,,,Sound 3,1,30,5.81,100,0.08,0,8
210809_8,VF083021_115001,day0_trial4,Chamber 2,,,Shock 1,3,1.6,0.31,80,3.93,0,19
210809_8,VF083021_115001,day0_trial4,Chamber 2,,,Shock 2,3,1.733,0.34,86.67,3.9,0,26
210809_8,VF083021_115001,day0_trial4,Chamber 2,,,Shock 3,1,0.533,0.1,26.67,7.1,0,51
