,Date :,6/6/2022 11:08,,,,,,,,,,,
220509_11,VF060622_104004,day0_Trial4,Chamber1,,,Shock 1,0,0,0,0,442.5,4,2161
220509_11,VF060622_104004,day0_Trial4,Chamber1,,,Shock 2,0,0,0,0,308.13,19,1147
220509_11,VF060622_104004,day0_Trial4,Chamber1,,,Shock 3,0,0,0,0,368.97,0,1535
,,,,,,,,,,,,,
220509_12,VF060622_104004,day0_Trial4,Chamber 2,,,Sound 1,4,2.733,0.53,9.11,164.11,0,873
220509_12,VF060622_104004,day0_Trial4,Chamber 2,,,Sound 2,4,2.533,0.49,8.44,117.96,0,588
220509_12,VF060622_104004,day0_Trial4,Chamber 2,,,Sound 3,6,10.3,2,34.33,47.9,0,411
220509_12,VF060622_104004,day0_Trial4,Chamber 2,,,Shock 1,0,0,0,0,839.45,5,2819
220509_12,VF060622_104004,day0_Trial4,Chamber 2,,,Shock 2,0,0,0,0,1043.72,48,3185
220509_12,VF060622_104004,day0_Trial4,Chamber 2,,,Shock 3,0,0,0,0,1088.28,101,3501
,,,,,,,,,,,,,
220509_13,VF060622_105237,day0_Trial 5,Chamber1,,,Sound 1,13,9.667,1.87,32.22,52.15,0,487
220509_13,VF060622_105237,day0_Trial 5,Chamber1,,,Sound 2,18,23.133,4.48,77.11,6,0,103
220509_13,VF060622_105237,day0_Trial 5,Chamber1,,,Sound 3,10,24.833,4.81,82.78,5.48,0,264
220509_13,VF060622_105237,day0_Trial 5,Chamber1,,,Shock 1,0,0,0,0,462.38,0,1627
220509_13,VF060622_105237,day0_Trial 5,Chamber1,,,Shock 2,0,0,0,0,289.62,1,1076
220509_13,VF060622_105237,day0_Trial 5,Chamber1,,,Shock 3,0,0,0,0,418.05,18,2078
,,,,,,,,,,,,,
220509_14,VF060622_105237,day0_Trial 5,Chamber 2,,,Sound 1,0,0,0,0,314.95,5,904
220509_14,VF060622_105237,day0_Trial 5,Chamber 2,,,Sound 2,1,0.333,0.06,1.11,123.88,0,1094
220509_14,VF060622_105237,day0_Trial 5,Chamber 2,,,Sound 3,9,8.567,1.66,28.56,112.37,0,985
220509_14,VF060622_105237,day0_Trial 5,Chamber 2,,,Shock 1,0,0,0,0,994.88,208,3880
220509_14,VF060622_105237,day0_Trial 5,Chamber 2,,,Shock 2,0,0,0,0,719.78,1,1698
220509_14,VF060622_105237,day0_Trial 5,Chamber 2,,,Shock 3,0,0,0,0,994.92,0,2832
