,Date :,4/6/2022 11:10,,,,,,,,,,,
220307_14,VF040622_104718,day2_trial7,Chamber1,,,Day2_Acclimation,38,49.633,11.03,27.57,84.17,0,1234
220307_14,VF040622_104718,day2_trial7,Chamber1,,,Day2_CSTone,58,89.067,19.79,24.74,102.72,0,1592
220307_14,VF040622_104718,day2_trial7,Chamber1,,,Day2_Exploration,22,37.2,8.27,8.27,53.51,0,818
,,,,,,,,,,,,,
220307_15,VF040622_104718,day2_trial7,Chamber 2,,,Day2_Acclimation,76,79.333,17.63,44.07,38.32,0,672
220307_15,VF040622_104718,day2_trial7,Chamber 2,,,Day2_CSTone,67,80.667,17.93,22.41,54.06,0,853
220307_15,VF040622_104718,day2_trial7,Chamber 2,,,Day2_Exploration,26,39.467,8.77,8.77,33.15,0,344
,,,,,,,,,,,,,
220307_16,VF040622_105836,day2_trial8,Chamber1,,,Day2_Acclimation,43,59.633,13.25,33.13,138.32,0,2097
220307_16,VF040622_105836,day2_trial8,Chamber1,,,Day2_CSTone,71,134.5,29.89,37.36,69.48,0,1303
220307_16,VF040622_105836,day2_trial8,Chamber1,,,Day2_Exploration,16,13.833,3.07,3.07,143.71,0,1303
,,,,,,,,,,,,,
220307_17,VF040622_105836,day2_trial8,Chamber 2,,,Day2_Acclimation,0,0,0,0,265.21,0,1828
220307_17,VF040622_105836,day2_trial8,Chamber 2,,,Day2_CSTone,46,40.533,9.01,11.26,158.08,0,3417
220307_17,VF040622_105836,day2_trial8,Chamber 2,,,Day2_Exploration,25,22.3,4.96,4.96,104.03,0,783
