,Date :,5/2/2022 11:17,,,,,,,,,,,
220404_7,VF050222_102640,day0_trial4,Chamber1,,,Shock 2,0,0,0,0,328.62,0,971
220404_7,VF050222_102640,day0_trial4,Chamber1,,,Shock 3,0,0,0,0,295.23,0,1123
,,,,,,,,,,,,,
220404_8,VF050222_102640,day0_trial4,Chamber 2,,,Sound 1,1,0.4,0.08,1.33,318.36,0,1772
220404_8,VF050222_102640,day0_trial4,Chamber 2,,,Sound 2,8,11.333,2.2,37.78,80.61,0,640
220404_8,VF050222_102640,day0_trial4,Chamber 2,,,Sound 3,14,17.433,3.38,58.11,35.91,0,660
220404_8,VF050222_102640,day0_trial4,Chamber 2,,,Shock 1,0,0,0,0,1274.67,102,4759
220404_8,VF050222_102640,day0_trial4,Chamber 2,,,Shock 2,0,0,0,0,959.82,0,4075
220404_8,VF050222_102640,day0_trial4,Chamber 2,,,Shock 3,0,0,0,0,1124.5,0,3207
,,,,,,,,,,,,,
220404_9,VF050222_103926,day0_trial5,Chamber1,,,Sound 1,11,5.633,1.09,18.78,53.51,0,454
220404_9,VF050222_103926,day0_trial5,Chamber1,,,Sound 2,17,16.267,3.15,54.22,18.75,0,197
220404_9,VF050222_103926,day0_trial5,Chamber1,,,Sound 3,15,26,5.04,86.67,5.84,0,263
220404_9,VF050222_103926,day0_trial5,Chamber1,,,Shock 1,0,0,0,0,246.87,14,1210
220404_9,VF050222_103926,day0_trial5,Chamber1,,,Shock 2,0,0,0,0,251.15,10,773
220404_9,VF050222_103926,day0_trial5,Chamber1,,,Shock 3,0,0,0,0,338.63,0,1152
,,,,,,,,,,,,,
220404_10,VF050222_103926,day0_trial5,Chamber 2,,,Sound 1,1,0.533,0.1,1.78,350.57,0,1419
220404_10,VF050222_103926,day0_trial5,Chamber 2,,,Sound 2,14,15.733,3.05,52.44,35.54,0,450
220404_10,VF050222_103926,day0_trial5,Chamber 2,,,Sound 3,6,17.6,3.41,58.67,53.06,0,890
220404_10,VF050222_103926,day0_trial5,Chamber 2,,,Shock 1,0,0,0,0,747.53,9,1892
220404_10,VF050222_103926,day0_trial5,Chamber 2,,,Shock 2,0,0,0,0,1053.13,0,3235
220404_10,VF050222_103926,day0_trial5,Chamber 2,,,Shock 3,0,0,0,0,698,0,2429
,,,,,,,,,,,,,
220404_11,VF050222_105153,day0_trial6,Chamber1,,,Sound 1,4,1.667,0.32,5.56,88.28,0,785
220404_11,VF050222_105153,day0_trial6,Chamber1,,,Sound 2,19,22.233,4.31,74.11,7.06,0,165
220404_11,VF050222_105153,day0_trial6,Chamber1,,,Sound 3,4,26.933,5.22,89.78,1.48,0,60
220404_11,VF050222_105153,day0_trial6,Chamber1,,,Shock 1,0,0,0,0,313.38,4,1265
220404_11,VF050222_105153,day0_trial6,Chamber1,,,Shock 2,0,0,0,0,433.18,0,1347
220404_11,VF050222_105153,day0_trial6,Chamber1,,,Shock 3,0,0,0,0,502.3,0,1948
,,,,,,,,,,,,,
220404_12,VF050222_105153,day0_trial6,Chamber 2,,,Sound 1,2,1.233,0.24,4.11,60.93,0,863
220404_12,VF050222_105153,day0_trial6,Chamber 2,,,Sound 2,7,4.733,0.92,15.78,118.3,0,1163
220404_12,VF050222_105153,day0_trial6,Chamber 2,,,Sound 3,27,22.833,4.43,76.11,9.03,0,126
220404_12,VF050222_105153,day0_trial6,Chamber 2,,,Shock 1,0,0,0,0,1244.75,194,3859
220404_12,VF050222_105153,day0_trial6,Chamber 2,,,Shock 2,0,0,0,0,999.82,3,3368
220404_12,VF050222_105153,day0_trial6,Chamber 2,,,Shock 3,0,0,0,0,1449.95,3,6199
,,,,,,,,,,,,,
220404_13,VF050222_110306,day0_trial7,Chamber1,,,Sound 1,10,7.767,1.51,25.89,86.51,0,673
220404_13,VF050222_110306,day0_trial7,Chamber1,,,Sound 2,12,17.233,3.34,57.44,9.61,0,97
220404_13,VF050222_110306,day0_trial7,Chamber1,,,Sound 3,18,23.233,4.5,77.44,6.43,0,229
220404_13,VF050222_110306,day0_trial7,Chamber1,,,Shock 1,0,0,0,0,415.23,0,1031
220404_13,VF050222_110306,day0_trial7,Chamber1,,,Shock 2,0,0,0,0,724.15,3,2816
220404_13,VF050222_110306,day0_trial7,Chamber1,,,Shock 3,0,0,0,0,405.55,1,1191
